,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,foreground_genes
2799,GO:0005886,3.06200213291511e-07,0.999999894738585,55,4367,plasma membrane,CC,TNFRSF12A;LTF;VIM;RASGRF1;SNAP91;SYT1;SLCO1A2;RAPGEF4;SRPX2;SLC17A7;ATP1A3;PLEKHA4;SERPINE1;SH3GL2;ABCC3;GABRG2;IGFBP2;SLC8A2;KCNIP2;IQSEC3;TGFBI;PLAU;PACSIN1;SNAP25;ANXA1;GNAL;COL6A2;EMP3;RAB3C;JPH3;SYN2;KCNB1;SHANK1;SHANK2;PDPN;GABRG1;CSMD3;GABRB3;KSR2;CNTNAP2;DPP10;RIMS2;GRIN1;CD163;SLITRK1;DDN;ANXA2;CALN1;SV2B;SHISA7;PLA2G2A;PTPRT;SLC6A17;OPALIN;FRRS1L
17882,GO:0098794,3.23024873444327e-07,0.999999935080392,19,612,postsynapse,CC,CAMK2A;SLC17A7;GABRG2;SLC8A2;IQSEC3;SNAP25;CPLX2;INA;SYN2;KCNB1;SHANK1;SHANK2;GABRG1;GABRB3;GRIN1;SLITRK1;DDN;SHISA7;SLC6A17
7453,GO:0030672,3.74508555732724e-07,0.999999976015465,8,100,synaptic vesicle membrane,CC,SYT1;SLC17A7;SH3GL2;RAB3C;SYN2;SVOP;SV2B;SLC6A17
18127,GO:0099501,3.74508555732724e-07,0.999999976015465,8,100,exocytic vesicle membrane,CC,SYT1;SLC17A7;SH3GL2;RAB3C;SYN2;SVOP;SV2B;SLC6A17
3790,GO:0007611,5.76007951943324e-07,0.999999926064188,12,245,learning or memory,BP,RASGRF1;SLC17A7;CUX2;SLC8A2;SNAP25;JPH3;AFF2;SHANK1;SHANK2;CNTNAP2;GRIN1;SHISA7
19437,GO:1902495,7.06926214479569e-07,0.99999989773287,13,299,transmembrane transporter complex,CC,ATP1A3;GABRG2;KCNIP2;SNAP25;KCNB1;SHANK1;SHANK2;GABRG1;GABRB3;CNTNAP2;DPP10;GRIN1;SHISA7
14333,GO:0060079,7.10248498937459e-07,0.999999950425203,8,99,excitatory postsynaptic potential,BP,CELF4;SLC17A7;CUX2;SLC8A2;SHANK1;SHANK2;RIMS2;GRIN1
21220,GO:1990351,8.38656452731408e-07,0.999999876696581,13,307,transporter complex,CC,ATP1A3;GABRG2;KCNIP2;SNAP25;KCNB1;SHANK1;SHANK2;GABRG1;GABRB3;CNTNAP2;DPP10;GRIN1;SHISA7
13043,GO:0048666,8.71594832162019e-07,0.999999770014904,25,1073,neuron development,BP,TNFRSF12A;VIM;RASGRF1;SYT1;CAMK2A;SH3GL2;CUX2;KCNIP2;PACSIN1;LIF;SNAP25;POSTN;SRRM4;ADM;SHANK1;SHANK2;CSMD3;GABRB3;FUT9;CNTNAP2;RIMS2;GRIN1;SLITRK1;MYT1L;DOK6
13363,GO:0050804,1.11339962336016e-06,0.999999803532138,15,430,modulation of chemical synaptic transmission,BP,RASGRF1;SYT1;CAMK2A;CELF4;CUX2;SLC8A2;SNAP25;CPLX2;JPH3;KCNB1;SHANK1;SHANK2;RIMS2;GRIN1;SHISA7
7210,GO:0030198,1.11464664280743e-06,0.99999981716857,14,361,extracellular matrix organization,BP,TIMP1;SERPINE1;COL1A1;LOX;TGFBI;FMOD;COL5A1;POSTN;COL6A2;PDPN;COL3A1;ANXA2;COL4A1;SMOC1
18109,GO:0099177,1.12674923243869e-06,0.999999800972787,15,431,regulation of trans-synaptic signaling,BP,RASGRF1;SYT1;CAMK2A;CELF4;CUX2;SLC8A2;SNAP25;CPLX2;JPH3;KCNB1;SHANK1;SHANK2;RIMS2;GRIN1;SHISA7
11006,GO:0043062,1.15792190213051e-06,0.999999809429054,14,362,extracellular structure organization,BP,TIMP1;SERPINE1;COL1A1;LOX;TGFBI;FMOD;COL5A1;POSTN;COL6A2;PDPN;COL3A1;ANXA2;COL4A1;SMOC1
2464,GO:0005201,1.1773042597215e-06,0.999999873798291,10,149,extracellular matrix structural constituent,MF,SRPX2;COL1A1;TGFBI;FMOD;COL5A1;CHI3L1;POSTN;COL6A2;COL3A1;COL4A1
13088,GO:0048731,1.46730641974444e-06,0.999999463739849,54,4260,system development,BP,TNFRSF12A;LTF;VIM;RASGRF1;SYT1;CAMK2A;CELF4;TIMP1;SRPX2;SLC17A7;PLEKHA4;SERPINE1;SH3GL2;COL1A1;CUX2;LOX;GABRG2;HPCAL4;KCNIP2;TGFBI;PACSIN1;LIF;COL5A1;SNAP25;CHI3L1;POSTN;ANXA1;SRRM4;CPLX2;INA;ADM;AFF2;SHANK1;SHANK2;PDPN;CSMD3;GABRB3;NNMT;RBFOX3;MOBP;COL3A1;FUT9;CNTNAP2;RIMS2;GRIN1;SLITRK1;ANXA2;SOCS3;MYT1L;COL4A1;SLC6A17;OPALIN;SMOC1;DOK6
1365,GO:0003008,1.66452855967799e-06,0.999999502450842,29,1606,system process,BP,VIM;RASGRF1;CHGA;CELF4;SLC17A7;ATP1A3;SH3GL2;COL1A1;CUX2;GABRG2;SLC8A2;KCNIP2;TGFBI;SNAP25;POSTN;SRRM4;GNAL;ADM;JPH3;AFF2;SHANK1;SHANK2;GABRG1;GABRB3;CNTNAP2;RIMS2;GRIN1;SHISA7;SERPINA3
10675,GO:0042391,1.69025560069121e-06,0.999999711935996,14,402,regulation of membrane potential,BP,CELF4;SLC17A7;ATP1A3;CUX2;GABRG2;SLC8A2;KCNIP2;KCNB1;SHANK1;SHANK2;GABRG1;GABRB3;RIMS2;GRIN1
11929,GO:0045595,1.81359338728376e-06,0.99999944573433,30,1685,regulation of cell differentiation,BP,TNFRSF12A;LTF;VIM;SYT1;CAMK2A;SERPINE1;COL1A1;CUX2;LOX;PACSIN1;LIF;GDF15;COL5A1;SNAP25;POSTN;ANXA1;ADM;SHANK1;SHANK2;PDPN;CSMD3;COL3A1;FUT9;RIMS2;GRIN1;SLITRK1;SOCS3;PLA2G2A;OPALIN;SMOC1
13422,GO:0050890,1.98979595408702e-06,0.999999710785497,12,279,cognition,BP,RASGRF1;SLC17A7;CUX2;SLC8A2;SNAP25;JPH3;AFF2;SHANK1;SHANK2;CNTNAP2;GRIN1;SHISA7
13413,GO:0050877,2.01795953752034e-06,0.999999501391868,21,920,nervous system process,BP,RASGRF1;CELF4;SLC17A7;COL1A1;CUX2;GABRG2;SLC8A2;TGFBI;SNAP25;SRRM4;GNAL;JPH3;AFF2;SHANK1;SHANK2;GABRG1;GABRB3;CNTNAP2;RIMS2;GRIN1;SHISA7
9463,GO:0034702,2.49258099034011e-06,0.999999629560584,12,278,ion channel complex,CC,GABRG2;KCNIP2;SNAP25;KCNB1;SHANK1;SHANK2;GABRG1;GABRB3;CNTNAP2;DPP10;GRIN1;SHISA7
8442,GO:0032501,2.82718078759102e-06,0.999998954460377,67,6269,multicellular organismal process,BP,TNFRSF12A;LTF;VIM;RASGRF1;SYT1;CAMK2A;CHGA;CELF4;TIMP1;SRPX2;SLC17A7;ATP1A3;PLEKHA4;SERPINE1;SH3GL2;COL1A1;CUX2;LOX;GABRG2;IGFBP2;HPCAL4;SLC8A2;KCNIP2;TGFBI;PLAU;PACSIN1;LIF;GDF15;COL5A1;SNAP25;CHI3L1;POSTN;ANXA1;SRRM4;GNAL;CPLX2;INA;ADM;JPH3;AFF2;SHANK1;SHANK2;PDPN;GABRG1;CSMD3;GABRB3;NNMT;RBFOX3;MOBP;COL3A1;KSR2;FUT9;CNTNAP2;RIMS2;GRIN1;SLITRK1;ANXA2;SOCS3;MYT1L;COL4A1;SHISA7;PLA2G2A;SERPINA3;SLC6A17;OPALIN;SMOC1;DOK6
17881,GO:0098793,2.97169399803803e-06,0.999999429549012,15,495,presynapse,CC,SNAP91;SYT1;SLC17A7;SH3GL2;SLC8A2;PACSIN1;SNAP25;CPLX2;RAB3C;SYN2;SVOP;RIMS2;GRIN1;SV2B;SLC6A17
18130,GO:0099504,3.19591220791373e-06,0.999999613084337,10,192,synaptic vesicle cycle,BP,SNAP91;SYT1;RAPGEF4;SLC17A7;SH3GL2;PACSIN1;SNAP25;CPLX2;SYN2;RIMS2
12941,GO:0048407,3.24465336310567e-06,0.999999954995683,4,11,platelet-derived growth factor binding,MF,COL1A1;COL5A1;COL3A1;COL4A1
17779,GO:0098590,3.43656361381597e-06,0.999999039126822,24,1133,plasma membrane region,CC,SNAP91;SYT1;SRPX2;ATP1A3;GABRG2;IGFBP2;SLC8A2;IQSEC3;PACSIN1;SNAP25;ANXA1;KCNB1;SHANK1;SHANK2;PDPN;GABRG1;GABRB3;CNTNAP2;RIMS2;GRIN1;SLITRK1;DDN;ANXA2;SHISA7
12828,GO:0048168,3.63337243054337e-06,0.999999817731902,6,52,regulation of neuronal synaptic plasticity,BP,RASGRF1;CAMK2A;SLC8A2;JPH3;GRIN1;SHISA7
21733,GO:2000463,3.76213538094481e-06,0.999999880372126,5,28,positive regulation of excitatory postsynaptic potential,BP,CUX2;SHANK1;SHANK2;RIMS2;GRIN1
14330,GO:0060076,4.28649221171686e-06,0.999999778931125,6,51,excitatory synapse,CC,SYT1;SRPX2;SLC17A7;SHANK1;GRIN1;SHISA7
3792,GO:0007613,4.74319682174996e-06,0.999999568082544,8,115,memory,BP,RASGRF1;SLC17A7;CUX2;SLC8A2;JPH3;SHANK1;GRIN1;SHISA7
7211,GO:0030199,4.83249796573278e-06,0.99999974506305,6,52,collagen fibril organization,BP,COL1A1;LOX;FMOD;COL5A1;COL3A1;ANXA2
3400,GO:0006811,4.94831304069526e-06,0.999998515941952,26,1473,ion transport,BP,LTF;RASGRF1;SYT1;CAMK2A;SLCO1A2;SLC17A7;ATP1A3;ABCC3;GABRG2;SLC8A2;KCNIP2;SNAP25;ANXA1;JPH3;KCNB1;SHANK1;SHANK2;PDPN;GABRG1;GABRB3;DPP10;GRIN1;ANXA2;SHISA7;PLA2G2A;SLC6A17
3789,GO:0007610,5.21767565683973e-06,0.999998886675875,16,559,behavior,BP,RASGRF1;SRPX2;SLC17A7;CUX2;GABRG2;SLC8A2;GDF15;SNAP25;JPH3;AFF2;SHANK1;SHANK2;CNTNAP2;GRIN1;SLITRK1;SHISA7
13355,GO:0050793,5.52537245993441e-06,0.999998061198655,36,2379,regulation of developmental process,BP,TNFRSF12A;LTF;VIM;SYT1;CAMK2A;CELF4;TIMP1;SRPX2;PLEKHA4;SERPINE1;COL1A1;CUX2;LOX;PACSIN1;LIF;GDF15;COL5A1;SNAP25;CHI3L1;POSTN;ANXA1;ADM;SHANK1;SHANK2;PDPN;CSMD3;COL3A1;FUT9;RIMS2;GRIN1;SLITRK1;ANXA2;SOCS3;PLA2G2A;OPALIN;SMOC1
13634,GO:0051239,5.60755511712023e-06,0.999997958748127,40,2873,regulation of multicellular organismal process,BP,TNFRSF12A;LTF;VIM;SYT1;CAMK2A;CHGA;CELF4;TIMP1;SRPX2;ATP1A3;PLEKHA4;SERPINE1;COL1A1;CUX2;LOX;SLC8A2;KCNIP2;PLAU;PACSIN1;LIF;GDF15;COL5A1;SNAP25;CHI3L1;ANXA1;ADM;SHANK1;SHANK2;PDPN;CSMD3;COL3A1;KSR2;FUT9;RIMS2;GRIN1;SLITRK1;ANXA2;SHISA7;OPALIN;SMOC1
13365,GO:0050806,5.87447518084323e-06,0.999999338436118,9,166,positive regulation of synaptic transmission,BP,SYT1;CUX2;SLC8A2;SNAP25;SHANK1;SHANK2;RIMS2;GRIN1;SHISA7
18017,GO:0098984,5.93869662281186e-06,0.999998949274787,13,351,neuron to neuron synapse,CC,SYT1;CAMK2A;RAPGEF4;ATP1A3;SH3GL2;SLC8A2;IQSEC3;SYN2;SHANK1;SHANK2;GRIN1;SLITRK1;SHISA7
18585,GO:0140352,5.96211629492245e-06,0.999998272390142,24,1351,export from cell,BP,LTF;SYT1;CAMK2A;RAPGEF4;CHGA;TIMP1;SLC17A7;ATP1A3;SERPINE1;SLC8A2;KCNIP2;PLAU;LIF;SNAP25;CHI3L1;ANXA1;CPLX2;ADM;RAB3C;SYN2;KCNB1;RIMS2;ANXA2;SERPINA3
18025,GO:0099003,6.98449055884603e-06,0.999999072191436,10,212,vesicle-mediated transport in synapse,BP,SNAP91;SYT1;RAPGEF4;SLC17A7;SH3GL2;PACSIN1;SNAP25;CPLX2;SYN2;RIMS2
7946,GO:0031644,7.43180885365541e-06,0.999999276009516,8,133,regulation of nervous system process,BP,CELF4;CUX2;SLC8A2;SHANK1;SHANK2;RIMS2;GRIN1;SHISA7
7162,GO:0030133,9.09989886715085e-06,0.999998451209985,12,381,transport vesicle,CC,SNAP91;SYT1;CHGA;SLC17A7;SH3GL2;SNAP25;RAB3C;SYN2;SVOP;GRIN1;SV2B;SLC6A17
11824,GO:0045211,9.99434048407772e-06,0.999998445538105,11,269,postsynaptic membrane,CC,GABRG2;IQSEC3;KCNB1;SHANK1;SHANK2;GABRG1;GABRB3;GRIN1;SLITRK1;DDN;SHISA7
8490,GO:0032589,1.00476567933643e-05,0.999999391839187,6,58,neuron projection membrane,CC,GABRG2;KCNB1;GABRG1;CNTNAP2;DDN;SHISA7
18078,GO:0099095,1.04539362940741e-05,0.999999776320013,4,18,ligand-gated anion channel activity,MF,SLC17A7;GABRG2;GABRG1;GABRB3
15388,GO:0065008,1.22350837587239e-05,0.999995231448963,45,3602,regulation of biological quality,BP,TNFRSF12A;LTF;VIM;RASGRF1;SYT1;CAMK2A;RAPGEF4;CHGA;CELF4;SRPX2;SLC17A7;ATP1A3;SERPINE1;SH3GL2;COL1A1;CUX2;LOX;GABRG2;SLC8A2;KCNIP2;PLAU;LIF;SNAP25;POSTN;ANXA1;CPLX2;ADM;JPH3;SYN2;KCNB1;SHANK1;SHANK2;PDPN;GABRG1;GABRB3;COL3A1;KSR2;RIMS2;GRIN1;SLITRK1;ANXA2;SHISA7;PLA2G2A;SERPINA3;FRRS1L
14457,GO:0060284,1.26300304351992e-05,0.999996573755468,20,884,regulation of cell development,BP,TNFRSF12A;LTF;VIM;SYT1;CAMK2A;CUX2;PACSIN1;LIF;SNAP25;POSTN;SHANK1;SHANK2;PDPN;CSMD3;COL3A1;FUT9;RIMS2;GRIN1;SLITRK1;OPALIN
8491,GO:0032590,1.31466057881013e-05,0.99999943399226,5,42,dendrite membrane,CC,GABRG2;KCNB1;GABRG1;DDN;SHISA7
18838,GO:1900449,1.33145771764242e-05,0.999999149059295,6,62,regulation of glutamate receptor signaling pathway,BP,RASGRF1;SHANK1;SHANK2;GRIN1;SHISA7;FRRS1L
13071,GO:0048699,1.35480972020481e-05,0.999995597922062,27,1455,generation of neurons,BP,TNFRSF12A;VIM;RASGRF1;SYT1;CAMK2A;SH3GL2;CUX2;KCNIP2;PACSIN1;LIF;SNAP25;POSTN;SRRM4;ADM;SHANK1;SHANK2;CSMD3;GABRB3;COL3A1;FUT9;CNTNAP2;RIMS2;GRIN1;SLITRK1;MYT1L;OPALIN;DOK6
6993,GO:0022008,1.44445862348778e-05,0.99999520343588,28,1553,neurogenesis,BP,TNFRSF12A;VIM;RASGRF1;SYT1;CAMK2A;SH3GL2;CUX2;KCNIP2;PACSIN1;LIF;SNAP25;POSTN;ANXA1;SRRM4;ADM;SHANK1;SHANK2;CSMD3;GABRB3;COL3A1;FUT9;CNTNAP2;RIMS2;GRIN1;SLITRK1;MYT1L;OPALIN;DOK6
12943,GO:0048468,1.81742083868765e-05,0.999993511718119,32,1970,cell development,BP,TNFRSF12A;LTF;VIM;RASGRF1;SYT1;CAMK2A;CELF4;SH3GL2;CUX2;LOX;KCNIP2;PACSIN1;LIF;SNAP25;POSTN;SRRM4;ADM;SHANK1;SHANK2;PDPN;CSMD3;GABRB3;COL3A1;FUT9;CNTNAP2;RIMS2;GRIN1;SLITRK1;ANXA2;MYT1L;OPALIN;DOK6
3640,GO:0007215,1.88765423367462e-05,0.999998299111598,7,98,glutamate receptor signaling pathway,BP,RASGRF1;KCNB1;SHANK1;SHANK2;GRIN1;SHISA7;FRRS1L
21468,GO:2000026,2.05571162437744e-05,0.999992804627482,30,1889,regulation of multicellular organismal development,BP,TNFRSF12A;LTF;VIM;SYT1;CAMK2A;CELF4;TIMP1;SRPX2;PLEKHA4;SERPINE1;COL1A1;CUX2;LOX;PACSIN1;LIF;COL5A1;SNAP25;CHI3L1;ANXA1;ADM;SHANK1;SHANK2;PDPN;CSMD3;COL3A1;FUT9;RIMS2;GRIN1;SLITRK1;OPALIN
7200,GO:0030182,2.16764426994448e-05,0.999993027981182,25,1314,neuron differentiation,BP,TNFRSF12A;VIM;RASGRF1;SYT1;CAMK2A;SH3GL2;CUX2;KCNIP2;PACSIN1;LIF;SNAP25;POSTN;SRRM4;ADM;SHANK1;SHANK2;CSMD3;GABRB3;FUT9;CNTNAP2;RIMS2;GRIN1;SLITRK1;MYT1L;DOK6
9624,GO:0035254,2.36905859554182e-05,0.999998839573737,5,45,glutamate receptor binding,MF,RASGRF1;CAMK2A;SHANK1;SHANK2;SHISA7
7819,GO:0031410,2.47461465816746e-05,0.999991119683219,31,2189,cytoplasmic vesicle,CC,LTF;VIM;SNAP91;SYT1;CAMK2A;CHGA;TIMP1;SLC17A7;SERPINE1;SH3GL2;COL1A1;GABRG2;IGFBP2;PLAU;PACSIN1;SNAP25;CHI3L1;ANXA1;RAB3C;SYN2;PDPN;SVOP;GABRB3;CNTNAP2;GRIN1;CD163;ANXA2;SV2B;PLA2G2A;SERPINA3;SLC6A17
17715,GO:0097708,2.59391729458179e-05,0.99999066631636,31,2193,intracellular vesicle,CC,LTF;VIM;SNAP91;SYT1;CAMK2A;CHGA;TIMP1;SLC17A7;SERPINE1;SH3GL2;COL1A1;GABRG2;IGFBP2;PLAU;PACSIN1;SNAP25;CHI3L1;ANXA1;RAB3C;SYN2;PDPN;SVOP;GABRB3;CNTNAP2;GRIN1;CD163;ANXA2;SV2B;PLA2G2A;SERPINA3;SLC6A17
11931,GO:0045597,2.74574618186828e-05,0.999992367724582,19,927,positive regulation of cell differentiation,BP,TNFRSF12A;LTF;SYT1;SERPINE1;COL1A1;CUX2;PACSIN1;LIF;GDF15;ANXA1;ADM;SHANK1;SHANK2;PDPN;FUT9;RIMS2;SLITRK1;SOCS3;PLA2G2A
7779,GO:0031338,2.85706530281316e-05,0.99999915736114,4,28,regulation of vesicle fusion,BP,SYT1;ANXA1;CPLX2;ANXA2
12901,GO:0048306,2.92478789288931e-05,0.999998465496187,5,68,calcium-dependent protein binding,MF,SYT1;SNAP25;ANXA1;CPLX2;ANXA2
7081,GO:0023051,2.97788045778331e-05,0.999988144053089,41,3228,regulation of signaling,BP,TNFRSF12A;LTF;RASGRF1;SYT1;CAMK2A;RAPGEF4;CHGA;CELF4;TIMP1;ATP1A3;PLEKHA4;SERPINE1;SH3GL2;COL1A1;CUX2;LOX;IGFBP2;SLC8A2;IQSEC3;PLAU;LIF;GDF15;SNAP25;CHI3L1;POSTN;ANXA1;CPLX2;ADM;JPH3;KCNB1;SHANK1;SHANK2;COL3A1;RIMS2;GRIN1;ANXA2;SOCS3;SHISA7;PLA2G2A;PTPRT;FRRS1L
2641,GO:0005615,3.07650789278843e-05,0.999988542023403,33,2632,extracellular space,CC,LTF;VIM;CHI3L2;CHGA;TIMP1;SRPX2;SERPINE1;COL1A1;CUX2;LOX;IGFBP2;TGFBI;FMOD;PLAU;LIF;GDF15;COL5A1;CHI3L1;POSTN;ANXA1;GNAL;COL6A2;INA;ADM;C1R;ELFN2;COL3A1;RIMS2;ANXA2;COL4A1;PLA2G2A;SERPINA3;SMOC1
16298,GO:0071625,3.22755822283247e-05,0.999999076772994,4,18,vocalization behavior,BP,SRPX2;SHANK1;SHANK2;CNTNAP2
2796,GO:0005883,3.55859533714394e-05,0.999999619296185,3,8,neurofilament,CC,NEFM;INA;SHANK2
6642,GO:0019834,3.62472629143373e-05,0.999999958491889,2,3,phospholipase A2 inhibitor activity,MF,ANXA1;ANXA2
3675,GO:0007275,3.9196307049672e-05,0.999983452056656,54,4743,multicellular organism development,BP,TNFRSF12A;LTF;VIM;RASGRF1;SYT1;CAMK2A;CELF4;TIMP1;SRPX2;SLC17A7;PLEKHA4;SERPINE1;SH3GL2;COL1A1;CUX2;LOX;GABRG2;HPCAL4;KCNIP2;TGFBI;PACSIN1;LIF;COL5A1;SNAP25;CHI3L1;POSTN;ANXA1;SRRM4;CPLX2;INA;ADM;AFF2;SHANK1;SHANK2;PDPN;CSMD3;GABRB3;NNMT;RBFOX3;MOBP;COL3A1;FUT9;CNTNAP2;RIMS2;GRIN1;SLITRK1;ANXA2;SOCS3;MYT1L;COL4A1;SLC6A17;OPALIN;SMOC1;DOK6
3415,GO:0006836,3.96894832860263e-05,0.999994252778518,9,218,neurotransmitter transport,BP,SYT1;CAMK2A;SLC17A7;SNAP25;CPLX2;SYN2;RIMS2;SV2B;SLC6A17
